file_path	semantic_profile	entropy_char	complexity_char	function_count_char	dependency_char	risk_char	priority_char	coupling_char	cohesion_char
openhcs/tui/controllers/app_controller.py	4D99H2HL	4	D	9	9	H	2	H	L
