file_path	function_name	complexity	lines	args
openhcs/tui/components.py	sanitize_button_text	2	7	1
openhcs/tui/components.py	__init__	1	16	7
openhcs/tui/components.py	_get_display_text	1	3	1
openhcs/tui/components.py	_handle_move_up_click	2	5	1
openhcs/tui/components.py	_handle_move_down_click	2	4	1
openhcs/tui/components.py	_create_container	4	41	1
openhcs/tui/components.py	__pt_container__	1	2	1
openhcs/tui/components.py	_get_text_fragments	4	17	1
openhcs/tui/components.py	update_function	1	8	4
openhcs/tui/components.py	_build_ui	3	27	1
openhcs/tui/components.py	_get_function_parameters	3	21	2
openhcs/tui/components.py	_create_parameter_field	2	15	6
openhcs/tui/components.py	_create_input_field	1	12	3
openhcs/tui/components.py	on_text_changed_handler	1	4	1
openhcs/tui/pipeline_editor.py	__init__	1	31	3
openhcs/tui/pipeline_editor.py	_get_text_fragments	2	9	1
openhcs/tui/pipeline_editor.py	create	1	21	3
openhcs/tui/pipeline_editor.py	setup	6	85	1
openhcs/tui/pipeline_editor.py	_get_selected_steps_for_action	2	5	1
openhcs/tui/pipeline_editor.py	container	1	3	1
openhcs/tui/pipeline_editor.py	get_buttons_container	2	20	1
openhcs/tui/pipeline_editor.py	_build_step_items_container	3	14	1
openhcs/tui/pipeline_editor.py	_create_empty_steps_container	1	4	1
openhcs/tui/pipeline_editor.py	_create_step_item_widget	1	17	3
openhcs/tui/pipeline_editor.py	_can_move_step_up	2	8	3
openhcs/tui/pipeline_editor.py	_can_move_step_down	2	8	3
openhcs/tui/pipeline_editor.py	_create_steps_container	1	4	2
openhcs/tui/pipeline_editor.py	_get_step_display_text	2	17	3
openhcs/tui/pipeline_editor.py	_handle_item_select	2	5	2
openhcs/tui/pipeline_editor.py	_handle_item_move_up	2	5	2
openhcs/tui/pipeline_editor.py	_handle_item_move_down	2	5	2
openhcs/tui/pipeline_editor.py	_get_status_icon	2	26	2
openhcs/tui/pipeline_editor.py	_get_function_name	7	31	2
openhcs/tui/pipeline_editor.py	_handle_edit_step_request	5	22	2
openhcs/tui/pipeline_editor.py	_validate_edit_request_data	2	6	2
openhcs/tui/pipeline_editor.py	_validate_edit_prerequisites	2	6	3
openhcs/tui/pipeline_editor.py	_find_step_instance	4	14	3
openhcs/tui/pipeline_editor.py	_validate_step_type	2	6	2
openhcs/tui/pipeline_editor.py	_activate_step_editor	1	6	2
openhcs/tui/pipeline_editor.py	_create_key_bindings	4	48	1
openhcs/tui/pipeline_editor.py	_update_selection	3	16	1
openhcs/tui/pipeline_editor.py	_select_step	2	11	2
openhcs/tui/pipeline_editor.py	_save_pipeline	3	12	1
openhcs/tui/pipeline_editor.py	_validate_save_prerequisites	3	17	1
openhcs/tui/pipeline_editor.py	_prompt_for_save_path	1	10	1
openhcs/tui/pipeline_editor.py	_get_default_filename	2	6	1
openhcs/tui/pipeline_editor.py	_notify_save_cancelled	1	6	1
openhcs/tui/pipeline_editor.py	_perform_pipeline_save	4	15	2
openhcs/tui/pipeline_editor.py	_validate_pipeline_for_save	2	9	2
openhcs/tui/pipeline_editor.py	_save_pipeline_to_file	1	4	3
openhcs/tui/pipeline_editor.py	_notify_save_success	1	7	2
openhcs/tui/pipeline_editor.py	_handle_pickle_error	1	4	3
openhcs/tui/pipeline_editor.py	_handle_save_error	1	4	3
openhcs/tui/pipeline_editor.py	_handle_step_pattern_saved	4	17	2
openhcs/tui/pipeline_editor.py	_on_plate_selected	2	12	2
openhcs/tui/pipeline_editor.py	_load_steps_for_plate	2	16	2
openhcs/tui/pipeline_editor.py	_initialize_pipeline_data	1	6	2
openhcs/tui/pipeline_editor.py	_get_orchestrator_steps	2	8	1
openhcs/tui/pipeline_editor.py	_load_from_orchestrator	3	11	2
openhcs/tui/pipeline_editor.py	_transform_step_object_to_dict	1	13	2
openhcs/tui/pipeline_editor.py	_load_from_context_fallback	1	5	2
openhcs/tui/pipeline_editor.py	_validate_context_steps	5	18	1
